Posted On,BHK,Rent,Size,Floor,City,Furnishing Status,Tenant Preferred,Bathroom
2022-05-31,2,4500,475,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-13,1,15000,470,5 out of 22,Mumbai,Semi-Furnished,Family,2
2022-07-06,3,57000,1417,7 out of 30,Hyderabad,Furnished,Bachelors,3
2022-06-02,2,14000,1200,Ground out of 1,Kolkata,Semi-Furnished,Family,2
2022-05-23,2,9000,600,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-25,2,15000,1080,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-18,3,22000,1200,4 out of 4,Bangalore,Unfurnished,Bachelors,2
2022-07-06,4,140000,3698,16 out of 22,Hyderabad,Semi-Furnished,Family,5
2022-06-03,2,11000,1100,1 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-25,2,18000,1000,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-07,2,110000,875,12 out of 14,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-05,2,18000,1000,Ground out of 2,Delhi,Unfurnished,Bachelors/Family,2
2022-06-22,3,300000,1800,11 out of 11,Mumbai,Furnished,Bachelors/Family,4
2022-06-21,3,50000,1250,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,3
2022-04-29,2,6000,45,2 out of 3,Delhi,Unfurnished,Bachelors/Family,1
2022-04-28,1,14000,750,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-06,3,50000,1742,11 out of 35,Hyderabad,Semi-Furnished,Family,3
2022-06-20,1,6000,150,3 out of 4,Bangalore,Furnished,Bachelors/Family,1
2022-05-20,4,55000,2400,1 out of 3,Chennai,Unfurnished,Bachelors/Family,4
2022-07-02,2,18000,1050,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-18,2,11000,830,Ground out of 2,Chennai,Semi-Furnished,Family,2
2022-06-24,1,11000,200,4 out of 4,Mumbai,Furnished,Bachelors/Family,1
2022-07-02,3,22000,1500,2 out of 4,Bangalore,Furnished,Bachelors/Family,2
2022-07-06,3,45000,3200,1 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-06,2,9000,800,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-07-06,1,26000,434,5 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-22,2,16000,1000,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-06,1,18000,650,2 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-20,3,150000,1350,18 out of 32,Mumbai,Semi-Furnished,Bachelors/Family,3
2022-06-20,3,34000,1500,14 out of 20,Bangalore,Semi-Furnished,Bachelors,3
2022-07-08,2,10000,120,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-04-29,3,40000,1200,2 out of 4,Mumbai,Semi-Furnished,Family,2
2022-05-31,2,17000,1100,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-04,2,15500,900,Ground out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-29,3,160000,2700,8 out of 10,Chennai,Furnished,Bachelors,2
2022-06-21,2,7000,1100,1 out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-06-06,4,110000,3000,2 out of 4,Delhi,Semi-Furnished,Bachelors,5
2022-06-13,2,7000,850,1 out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-07-04,2,120000,900,5 out of 19,Mumbai,Semi-Furnished,Family,2
2022-06-30,2,40000,700,11 out of 15,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-22,2,14000,800,3 out of 3,Bangalore,Unfurnished,Bachelors,2
2022-05-23,2,19000,1250,3 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-27,2,23000,100,Ground out of 3,Delhi,Unfurnished,Bachelors/Family,2
2022-07-04,1,6000,600,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-06,3,130000,1250,12 out of 29,Mumbai,Semi-Furnished,Family,3
2022-05-10,2,16000,1050,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-10,2,25000,1200,3 out of 4,Hyderabad,Unfurnished,Family,2
2022-06-30,1,6000,300,Ground out of 1,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-06,3,35000,1800,1 out of 3,Hyderabad,Furnished,Bachelors/Family,3
2022-07-07,2,12000,1200,1 out of 1,Chennai,Unfurnished,Family,3
2022-06-25,1,5000,450,2 out of 4,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-05-24,2,9500,1200,Ground out of 1,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-10,1,15000,700,4 out of 5,Delhi,Unfurnished,Bachelors/Family,1
2022-05-19,1,4300,300,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-16,2,15000,1000,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-01,3,80000,1050,16 out of 31,Mumbai,Furnished,Family,3
2022-05-31,2,50000,820,7 out of 28,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-28,4,150000,4000,3 out of 3,Delhi,Semi-Furnished,Bachelors,7
2022-06-04,2,9000,580,Ground out of 3,Bangalore,Semi-Furnished,Bachelors,1
2022-05-18,2,22000,1150,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-24,2,9000,200,2 out of 7,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-23,2,20000,400,3 out of 3,Mumbai,Furnished,Bachelors/Family,1
2022-07-02,3,25000,1146,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-23,1,15000,275,3 out of 7,Mumbai,Unfurnished,Bachelors/Family,1
2022-06-23,2,24000,1105,1 out of 4,Bangalore,Furnished,Bachelors/Family,2
2022-06-29,3,38000,1400,4 out of 6,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-12,1,12500,450,2 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-07-10,1,8500,900,2 out of 2,Hyderabad,Unfurnished,Family,1
2022-05-31,5,650000,3000,8 out of 10,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-05-23,4,100000,300,1 out of 3,Delhi,Unfurnished,Bachelors/Family,4
2022-07-06,6,80000,4500,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,6
2022-05-06,1,7000,450,1 out of 4,Delhi,Furnished,Bachelors/Family,1
2022-05-06,2,25000,1300,3 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-06,1,15000,520,1 out of 3,Chennai,Semi-Furnished,Bachelors/Family,1
2022-05-22,2,6200,800,Ground out of 2,Kolkata,Unfurnished,Bachelors,1
2022-05-23,1,6000,400,4 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-04,3,20000,1750,Ground out of 3,Kolkata,Semi-Furnished,Bachelors/Family,3
2022-04-28,2,12000,1100,3 out of 3,Hyderabad,Unfurnished,Bachelors/Family,2
2022-04-30,3,28000,1720,4 out of 10,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-22,2,20000,1180,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-20,2,10000,1200,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-10,2,9500,900,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-23,1,24000,550,Ground out of 4,Mumbai,Unfurnished,Bachelors,1
2022-05-20,1,13500,550,Ground out of 1,Chennai,Semi-Furnished,Bachelors/Family,1
2022-05-25,2,13000,1100,2 out of 4,Chennai,Unfurnished,Family,2
2022-07-06,1,11000,550,4 out of 6,Hyderabad,Furnished,Bachelors/Family,1
2022-05-24,5,100000,6000,9 out of 12,Chennai,Semi-Furnished,Bachelors/Family,4
2022-05-24,1,8000,400,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-28,1,6000,350,1 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-10,2,23500,950,6 out of 8,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-06,2,12000,1300,2 out of 3,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-06,3,52000,2800,16 out of 19,Hyderabad,Furnished,Family,3
2022-05-23,1,8000,500,2 out of 2,Bangalore,Furnished,Bachelors/Family,1
2022-06-29,3,40000,1965,10 out of 14,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-07,1,21000,385,Ground out of 5,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-05,2,5000,600,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-08,2,12000,800,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-29,2,10000,685,Ground out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-05-06,2,8000,600,4 out of 7,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-23,1,9500,300,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-01,3,27000,1200,10 out of 10,Delhi,Semi-Furnished,Family,2
2022-06-22,1,11000,800,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-20,1,11500,550,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-10,3,24000,1200,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-19,2,7000,1000,Ground out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-06,1,13900,650,1 out of 6,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-08,2,12000,700,1 out of 2,Bangalore,Semi-Furnished,Family,1
2022-07-06,2,45002,600,9 out of 17,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,36000,700,4 out of 15,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-12,3,10000,1750,1 out of 1,Chennai,Unfurnished,Bachelors/Family,3
2022-05-23,3,35000,1500,1 out of 9,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-16,2,16000,800,1 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-07,1,9000,400,2 out of 3,Delhi,Unfurnished,Bachelors/Family,2
2022-04-29,3,22000,2000,Upper Basement out of 3,Hyderabad,Furnished,Bachelors,3
2022-06-18,2,20000,1500,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-11,2,8500,1000,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-27,2,13000,650,1 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-03,2,16500,1200,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-23,2,12000,1200,Ground out of 2,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-23,1,14000,320,1 out of 2,Kolkata,Furnished,Bachelors,1
2022-07-09,3,43000,750,6 out of 16,Mumbai,Unfurnished,Family,2
2022-07-04,3,21000,1250,Ground out of 1,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-22,2,12000,1000,Ground out of 2,Hyderabad,Semi-Furnished,Bachelors,3
2022-05-04,2,68000,610,1 out of 5,Mumbai,Furnished,Bachelors/Family,2
2022-06-30,2,24000,777,4 out of 8,Bangalore,Semi-Furnished,Family,2
2022-07-02,1,20000,700,1 out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-07,4,300000,1600,43 out of 78,Mumbai,Semi-Furnished,Bachelors/Family,5
2022-05-27,2,12500,680,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-25,2,65000,800,12 out of 14,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-14,2,15000,1000,Ground out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-07-01,2,18000,900,3 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-06-02,1,17000,320,23 out of 23,Mumbai,Unfurnished,Bachelors/Family,1
2022-05-12,1,60000,430,1 out of 7,Mumbai,Furnished,Bachelors/Family,1
2022-05-15,3,16000,1200,1 out of 4,Bangalore,Unfurnished,Bachelors,3
2022-05-12,2,10000,1300,2 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-29,2,12000,850,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-09,2,11000,900,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-09,2,55000,950,7 out of 10,Mumbai,Semi-Furnished,Family,2
2022-05-12,2,10000,950,2 out of 3,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,50000,900,5 out of 17,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-13,1,19000,545,2 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-05-31,2,28000,700,4 out of 12,Mumbai,Furnished,Bachelors/Family,2
2022-05-05,2,12000,1000,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,2
2022-06-23,1,17000,340,1 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-05,1,14000,60,3 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-04-29,2,40000,710,3 out of 4,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-04,1,5000,500,1 out of 2,Bangalore,Unfurnished,Family,1
2022-05-27,3,45000,1500,1 out of 12,Delhi,Unfurnished,Bachelors,3
2022-05-10,2,22000,1000,2 out of 6,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-31,1,10000,500,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-10,2,7000,400,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-06,2,55000,720,5 out of 7,Mumbai,Unfurnished,Bachelors/Family,2
2022-05-14,2,8500,440,2 out of 4,Bangalore,Furnished,Bachelors/Family,2
2022-07-04,2,10000,800,1 out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-22,3,40000,1500,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,2
2022-05-22,1,7500,600,3 out of 3,Bangalore,Semi-Furnished,Bachelors,1
2022-07-03,1,6500,400,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,1
2022-07-04,1,5700,450,Ground out of 1,Chennai,Semi-Furnished,Family,1
2022-04-29,2,7000,600,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-05-23,2,72000,660,12 out of 22,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-31,1,8000,520,6 out of 8,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-16,3,20000,1300,1 out of 4,Delhi,Unfurnished,Bachelors/Family,2
2022-05-19,1,3000,160,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,1
2022-05-27,2,35000,680,12 out of 20,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-11,3,70000,1500,1 out of 3,Delhi,Semi-Furnished,Bachelors,3
2022-04-24,2,9000,650,2 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-07-09,3,25000,1200,2 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-04-29,2,24000,600,1 out of 5,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-06-03,4,300000,2308,9 out of 31,Mumbai,Semi-Furnished,Bachelors/Family,6
2022-06-12,1,14000,100,3 out of 3,Delhi,Furnished,Bachelors/Family,1
2022-06-16,3,25000,1290,4 out of 4,Chennai,Unfurnished,Bachelors/Family,3
2022-05-16,1,13000,450,3 out of 3,Bangalore,Furnished,Bachelors/Family,1
2022-04-30,1,20000,250,1 out of 1,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-03,3,14000,1350,3 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-20,3,110000,1435,5 out of 15,Chennai,Furnished,Bachelors/Family,3
2022-07-02,2,15000,900,Ground out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-07-10,3,30000,1484,9 out of 12,Chennai,Semi-Furnished,Bachelors/Family,3
2022-05-10,2,10000,800,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-08,3,20000,1200,2 out of 3,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-27,2,10500,800,3 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-14,3,55000,1603,6 out of 17,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-06-18,2,15000,1200,3 out of 5,Hyderabad,Unfurnished,Bachelors/Family,2
2022-05-27,1,4000,100,2 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-14,2,10000,500,3 out of 3,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-20,2,10000,800,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,85000,850,4 out of 6,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-29,2,14000,800,1 out of 2,Chennai,Unfurnished,Bachelors,2
2022-05-19,3,35000,1903,6 out of 11,Chennai,Semi-Furnished,Bachelors/Family,3
2022-06-16,1,17000,430,4 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-20,2,10000,1200,2 out of 3,Hyderabad,Furnished,Bachelors/Family,2
2022-05-23,1,5000,300,Ground out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-04-28,1,15000,700,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-15,3,15000,1120,1 out of 2,Chennai,Unfurnished,Bachelors,2
2022-06-20,1,7000,300,Ground out of 4,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-10,2,30000,1020,1 out of 11,Chennai,Furnished,Bachelors/Family,2
2022-06-27,2,45000,730,5 out of 17,Mumbai,Unfurnished,Family,2
2022-06-28,2,9300,500,2 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-06-04,1,7500,500,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-29,3,25000,1500,1 out of 2,Hyderabad,Semi-Furnished,Family,3
2022-05-18,1,13000,400,Ground out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-05-20,3,27000,1500,3 out of 4,Chennai,Semi-Furnished,Family,3
2022-06-18,2,23000,950,3 out of 3,Delhi,Unfurnished,Bachelors/Family,2
2022-05-10,2,21000,80,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-25,1,6000,100,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-05-29,3,18000,1150,Ground out of 6,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-28,3,15000,1360,6 out of 8,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-09,1,34000,365,18 out of 40,Mumbai,Furnished,Family,1
2022-06-14,1,8000,400,Ground out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-06-08,1,35000,500,1 out of 5,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-21,1,8000,300,1 out of 3,Kolkata,Semi-Furnished,Bachelors,1
2022-06-13,3,17000,1100,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-08,3,20000,1465,2 out of 4,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-06,4,90000,1250,2 out of 7,Mumbai,Furnished,Family,4
2022-05-21,2,15000,1170,2 out of 4,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-16,2,16000,1250,Ground out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-07-02,1,5000,300,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-08,2,15000,180,Ground out of 2,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-30,2,13000,1000,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,2
2022-06-27,2,13000,600,1 out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-29,2,23000,1100,1 out of 2,Chennai,Unfurnished,Bachelors,2
2022-07-08,1,18000,520,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,1
2022-07-03,3,28000,1800,18 out of 19,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-07-08,1,30000,490,2 out of 4,Mumbai,Semi-Furnished,Bachelors,2
2022-06-29,2,14000,60,3 out of 3,Delhi,Semi-Furnished,Bachelors,2
2022-04-25,2,18000,1300,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-07-03,2,25000,1100,2 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-06-12,2,24000,900,2 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-16,3,45000,850,5 out of 7,Mumbai,Unfurnished,Family,3
2022-07-09,1,33000,460,10 out of 25,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-12,2,70000,1325,12 out of 16,Bangalore,Semi-Furnished,Family,2
2022-06-20,2,9500,167,Ground out of 1,Hyderabad,Unfurnished,Bachelors/Family,2
2022-06-18,2,15000,980,3 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-05-19,1,8000,750,Ground out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-08,1,5000,300,1 out of 3,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-04,1,6000,300,Ground out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-06-26,3,20000,2000,1 out of 1,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-06-04,1,20000,300,2 out of 12,Mumbai,Semi-Furnished,Bachelors/Family,1
2022-05-06,2,10000,750,Ground out of 1,Chennai,Unfurnished,Bachelors/Family,2
2022-06-02,3,20000,1500,2 out of 5,Hyderabad,Furnished,Bachelors/Family,3
2022-05-25,2,25000,1100,2 out of 3,Hyderabad,Furnished,Bachelors/Family,2
2022-07-07,2,18000,900,Ground out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-05-31,3,20000,1000,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,2
2022-07-06,2,9500,900,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-08,2,8000,550,4 out of 4,Hyderabad,Unfurnished,Bachelors,1
2022-06-24,3,26000,1550,4 out of 5,Hyderabad,Unfurnished,Bachelors,2
2022-06-30,2,10000,1000,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-07-09,3,10000,600,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,1
2022-06-04,2,22000,1000,4 out of 5,Delhi,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,90000,994,2 out of 2,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-06-07,2,12000,905,3 out of 6,Bangalore,Semi-Furnished,Family,2
2022-06-17,1,5000,420,3 out of 3,Kolkata,Unfurnished,Bachelors,1
2022-07-08,4,100000,2500,16 out of 18,Chennai,Unfurnished,Bachelors/Family,4
2022-05-16,2,9500,200,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-06-14,2,70000,750,4 out of 10,Mumbai,Furnished,Bachelors/Family,2
2022-05-27,1,7000,600,Ground out of 2,Kolkata,Unfurnished,Bachelors/Family,1
2022-06-08,2,60000,710,5 out of 18,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-04-29,3,15000,1200,Ground out of 2,Kolkata,Unfurnished,Bachelors,2
2022-06-08,3,38000,165,2 out of 4,Delhi,Semi-Furnished,Bachelors,2
2022-07-09,3,65000,1050,3 out of 62,Mumbai,Unfurnished,Bachelors,3
2022-06-12,2,15000,1050,2 out of 2,Bangalore,Semi-Furnished,Family,2
2022-05-26,1,10000,502,1 out of 1,Chennai,Unfurnished,Bachelors/Family,1
2022-06-12,1,21000,100,Ground out of 1,Delhi,Semi-Furnished,Bachelors/Family,1
2022-05-25,1,6500,700,Ground out of 1,Bangalore,Unfurnished,Bachelors/Family,1
2022-05-05,2,15000,750,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-23,1,9000,350,2 out of 3,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-02,2,15000,1100,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-06-20,3,22000,1500,Ground out of 5,Bangalore,Furnished,Bachelors/Family,3
2022-06-29,3,32000,1300,2 out of 3,Hyderabad,Semi-Furnished,Bachelors,3
2022-06-02,4,75000,2200,2 out of 3,Chennai,Semi-Furnished,Family,5
2022-06-20,3,90000,2500,1 out of 3,Delhi,Semi-Furnished,Bachelors/Family,3
2022-06-29,2,25000,1050,1 out of 1,Kolkata,Unfurnished,Bachelors/Family,2
2022-05-12,3,20000,1200,2 out of 4,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-05-06,2,15000,830,Ground out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-20,1,10000,600,1 out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-05-14,3,50000,1150,17 out of 24,Mumbai,Semi-Furnished,Family,3
2022-07-04,5,350000,1880,15 out of 31,Mumbai,Furnished,Family,5
2022-07-10,3,50000,2300,2 out of 5,Hyderabad,Semi-Furnished,Bachelors/Family,3
2022-07-08,3,22000,1100,2 out of 4,Bangalore,Semi-Furnished,Family,2
2022-05-30,2,17500,650,2 out of 2,Chennai,Furnished,Bachelors/Family,2
2022-06-29,2,4500,750,Ground out of 1,Kolkata,Furnished,Bachelors/Family,1
2022-06-12,2,21000,1100,2 out of 5,Bangalore,Unfurnished,Bachelors/Family,2
2022-04-29,2,23000,900,3 out of 4,Delhi,Semi-Furnished,Bachelors/Family,2
2022-07-06,2,51000,985,7 out of 15,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-14,1,6000,400,2 out of 3,Hyderabad,Unfurnished,Bachelors/Family,1
2022-07-07,1,14000,305,6 out of 24,Mumbai,Unfurnished,Bachelors,1
2022-05-27,2,11000,600,2 out of 4,Bangalore,Unfurnished,Bachelors/Family,2
2022-05-16,1,4500,60,1 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,1
2022-05-27,3,100000,2000,3 out of 14,Chennai,Semi-Furnished,Bachelors,3
2022-05-17,2,28000,1000,2 out of 4,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-10,1,4000,125,1 out of 2,Delhi,Unfurnished,Bachelors/Family,1
2022-06-23,2,10000,790,2 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-05-01,2,15000,780,1 out of 2,Chennai,Semi-Furnished,Bachelors/Family,2
2022-06-30,2,7500,410,2 out of 4,Delhi,Unfurnished,Bachelors/Family,1
2022-05-13,3,22000,1400,3 out of 4,Chennai,Semi-Furnished,Bachelors/Family,3
2022-06-13,2,17500,1000,Ground out of 2,Kolkata,Semi-Furnished,Bachelors/Family,2
2022-06-23,2,9500,650,4 out of 5,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-05,3,20000,1200,Ground out of 2,Bangalore,Semi-Furnished,Bachelors/Family,2
2022-05-01,2,10000,650,1 out of 2,Chennai,Unfurnished,Bachelors/Family,2
2022-07-10,1,15500,600,Upper Basement out of 5,Hyderabad,Semi-Furnished,Bachelors,1
2022-06-04,1,35000,500,7 out of 23,Mumbai,Semi-Furnished,Bachelors/Family,2
2022-05-14,1,6000,300,1 out of 2,Bangalore,Unfurnished,Bachelors/Family,1
2022-07-07,1,20000,450,1 out of 4,Delhi,Semi-Furnished,Bachelors,1
2022-06-30,2,55000,650,5 out of 15,Mumbai,Unfurnished,Bachelors/Family,2
2022-06-23,4,850000,3200,2 out of 4,Mumbai,Furnished,Bachelors/Family,4
2022-07-07,3,39000,1550,1 out of 13,Bangalore,Semi-Furnished,Bachelors/Family,3
2022-05-26,1,10000,500,Ground out of 3,Bangalore,Semi-Furnished,Bachelors/Family,1
2022-07-05,2,12000,1100,2 out of 2,Hyderabad,Semi-Furnished,Bachelors/Family,2
